order_id,customer_id,restaurant_id,partner_id,order_date,total_amount,payment_method,order_status
O00917,C0257,R0076,P0211,2023-10-02,190.26,Cash on Delivery,Delivered
O00918,C0053,R0224,P0294,2025-07-29,651.19,Wallet,Returned
O00919,C0160,R0087,P0168,2024-11-19,564.25,Cash on Delivery,Returned
O00920,C0436,R0228,P0042,2023-11-04,281.24,Wallet,Returned
O00921,C0165,R0006,P0027,2023-08-12,341.74,Card,Returned
O00922,C0080,R0384,P0031,2024-11-20,219.47,Wallet,Returned
O00923,C0779,R0135,P0209,2024-12-12,399.51,Cash on Delivery,Returned
O00924,C0810,R0326,P0081,2025-04-10,897.47,Card,Delivered
O00925,C0041,R0419,P0267,2025-08-10,1378.97,UPI,Cancelled
O00926,C0702,R0148,P0204,2024-04-02,797.5,Card,Returned
O00927,C0816,R0051,P0253,2024-04-11,1379.21,Cash on Delivery,Returned
O00928,C0400,R0445,P0224,2024-04-18,156.49,Card,Returned
O00929,C0410,R0029,P0298,2025-01-27,1285.4,Card,Delivered
O00930,C0372,R0142,P0086,2025-02-06,891.1,Cash on Delivery,Cancelled
O00931,C0731,R0335,P0272,2023-08-12,1051.23,Wallet,Delivered
O00932,C0174,R0439,P0082,2024-11-04,781.96,UPI,Delivered
O00933,C0843,R0074,P0179,2024-11-30,1400.89,Cash on Delivery,Cancelled
O00934,C0500,R0012,P0284,2023-09-16,1244.42,UPI,Delivered
O00935,C0058,R0473,P0018,2024-02-10,746.15,Cash on Delivery,Returned
O00936,C0576,R0275,P0299,2025-04-29,405.62,,Delivered
O00937,C0759,R0434,P0060,2024-03-25,813.47,UPI,Delivered
O00938,C0106,R0346,P0260,2024-04-05,1326.18,Cash on Delivery,Delivered
O00939,C0242,R0073,P0177,2025-03-26,1454.72,Cash on Delivery,Delivered
O00940,C0534,R0182,P0137,2024-08-29,273.34,Card,Cancelled
O00941,C0395,R0453,P0005,2023-09-22,958.55,UPI,Delivered
O00942,C0572,R0096,P0123,2025-07-23,693.17,UPI,Delivered
O00943,C0125,R0244,P0013,2023-11-11,707.23,Wallet,Returned
O00944,C0209,R0236,P0200,2024-01-22,331.07,Card,Delivered
O00945,C0332,R0475,P0159,2023-11-15,1301.37,Cash on Delivery,Delivered
O00946,C0956,R0148,P0104,2024-03-14,1438.51,Cash on Delivery,Cancelled
O00947,C0743,R0349,P0032,2025-04-15,1218.38,Card,Returned
O00948,C0849,R0402,P0251,2024-09-29,985.35,UPI,Returned
O00949,C0664,R0227,P0200,2024-03-06,468.2,UPI,Cancelled
O00950,C0263,R0073,P0003,2023-08-24,1480.56,UPI,Cancelled
O00951,C0228,R0107,P0286,2024-02-01,518.77,Card,Delivered
O00952,C0956,R0428,P0168,2023-12-10,830.31,Cash on Delivery,Cancelled
O00953,C0067,R0132,P0120,2023-09-02,808.59,Cash on Delivery,Delivered
O00954,C0179,R0459,P0283,2023-12-12,629.24,Cash on Delivery,Returned
O00955,C0994,R0379,P0089,2025-04-08,1150.84,Wallet,Returned
O00956,C0294,R0203,P0235,2023-10-05,831.09,UPI,Cancelled
O00957,C0233,R0364,P0199,2025-01-07,651.96,Cash on Delivery,Returned
O00958,C0585,R0093,P0043,2024-10-26,880.16,Cash on Delivery,Cancelled
O00959,C0629,R0236,P0112,2023-12-30,1360.71,Cash on Delivery,Returned
O00960,C0509,R0005,P0273,2024-02-19,1104.26,UPI,Cancelled
O00961,C0893,R0193,P0292,2023-11-28,1418.33,Card,Cancelled
O00962,C0640,R0424,P0049,2025-08-01,536.48,Cash on Delivery,Cancelled
O00963,C0151,R0069,P0046,2024-12-08,742.57,Wallet,Cancelled
O00964,C0740,R0280,P0015,2025-03-21,1139.74,UPI,Returned
O00965,C0753,R0390,P0199,2023-10-05,767.65,Wallet,Returned
O00966,C0190,R0226,P0016,2024-03-10,391.06,Cash on Delivery,Returned
O00967,C0987,R0316,P0182,2023-10-17,328.86,Wallet,Delivered
O00968,C0592,R0326,P0224,2023-08-16,693.65,Card,Cancelled
O00969,C0104,R0161,P0150,2024-08-14,676.43,UPI,Cancelled
O00970,C0222,R0235,P0011,2025-02-12,1340.98,Card,Cancelled
O00971,C0705,R0083,P0100,2024-03-25,654.19,Cash on Delivery,Returned
O00972,C0353,R0205,P0189,2024-10-28,1082.72,Wallet,Returned
O00973,C0764,R0149,P0055,2025-05-12,545.1,Wallet,Returned
O00974,C0547,R0366,P0026,2023-10-28,1036.51,Cash on Delivery,Delivered
O00975,C0837,R0358,P0213,2024-03-05,374.11,Wallet,Returned
O00976,C0551,R0435,P0106,2025-02-16,153.25,Card,Delivered
O00977,C0146,R0347,P0219,2025-06-10,1066.96,Card,Returned
O00978,C0399,R0014,P0099,2025-01-25,984.07,UPI,Delivered
O00979,C0050,R0172,P0201,2025-05-16,1051.94,UPI,Delivered
O00980,C0362,R0464,P0155,2025-01-27,1222.22,Cash on Delivery,Cancelled
O00981,C0620,R0265,P0280,2024-06-07,1422.94,Card,Delivered
O00982,C0581,R0160,P0237,2024-11-28,1221.73,Cash on Delivery,Delivered
O00983,C0838,R0190,P0132,2024-12-26,930.13,UPI,Returned
O00984,C0561,R0409,P0189,2023-09-18,270.42,UPI,Delivered
O00985,C0073,R0287,P0101,2024-03-02,1370.0,Wallet,Cancelled
O00986,C0823,R0184,P0034,2024-10-11,219.08,Wallet,Returned
O00987,C0840,R0435,P0089,2024-06-06,1329.57,Wallet,Returned
O00988,C0405,R0174,P0172,2024-02-24,287.47,UPI,Cancelled
O00989,C0381,R0157,P0222,2024-06-08,565.87,Card,Returned
O00990,C0843,R0401,P0287,2025-08-01,1163.83,UPI,Returned
O00991,C0075,R0158,P0265,2024-06-23,1274.53,Wallet,Cancelled
O00992,C0643,R0356,P0223,2025-02-27,720.09,Card,Cancelled
O00993,C0509,R0073,P0070,2023-11-27,683.84,Wallet,Delivered
O00994,C0705,R0109,P0273,2025-05-16,345.11,Cash on Delivery,Returned
O00995,C0484,R0493,P0105,2023-08-17,649.97,Wallet,Cancelled
O00996,C0353,R0197,P0174,2025-08-03,958.4,UPI,Delivered
O00997,C0729,R0166,P0027,2023-10-05,780.82,Wallet,Cancelled
O00998,C0725,R0474,P0204,2025-07-26,482.79,UPI,Delivered
O00999,C0422,R0083,P0291,2023-10-01,665.07,Card,Delivered
O01000,C0984,R0363,P0196,2025-07-19,621.59,Wallet,Returned
O01001,C0295,R0290,P0038,2024-09-18,1160.39,Cash on Delivery,Delivered
O01002,C0214,R0248,P0039,2024-11-02,980.65,Wallet,Returned
O01003,C0124,R0447,P0082,2025-03-22,620.42,Card,Returned
O01004,C0431,R0349,P0157,2024-04-04,731.72,Cash on Delivery,Returned
O01005,C0264,R0170,P0196,2024-05-11,887.03,Wallet,Cancelled
O01006,C0706,R0412,P0030,2024-06-24,1161.02,Wallet,Delivered
O01007,C0799,R0005,P0264,2025-08-10,392.33,Wallet,Delivered
O01008,C0803,R0196,P0075,2024-02-20,521.14,Card,Cancelled
O01009,C0985,R0006,P0172,2025-05-07,1100.85,Wallet,Returned
O01010,C0460,R0019,P0193,2024-06-26,201.4,Card,Returned
O01011,C0705,R0285,P0260,2024-10-28,359.46,Wallet,Delivered
O01012,C0220,R0326,P0249,2025-05-06,690.48,,Delivered
O01013,C0435,R0070,P0186,2025-05-07,768.22,Cash on Delivery,Delivered
O01014,C0571,R0159,P0021,2025-01-30,245.45,Card,Returned
O01015,C0027,R0494,P0076,2025-07-21,952.53,UPI,Delivered
O01016,C0402,R0157,P0053,2025-06-15,1234.93,UPI,Returned
O01017,C0830,R0440,P0100,2023-10-10,1141.17,Card,Cancelled
O01018,C0289,R0021,P0218,2025-02-18,229.15,Wallet,Returned
O01019,C0593,R0213,P0179,2024-11-05,235.73,Wallet,Returned
O01020,C0120,R0122,P0183,2024-04-20,699.69,Cash on Delivery,Cancelled
O01021,C0377,R0013,P0098,2023-10-10,251.68,UPI,Cancelled
O01022,C0832,R0438,P0184,2023-12-18,1469.14,Cash on Delivery,Delivered
O01023,C0462,R0135,P0133,2025-01-08,428.43,Card,Cancelled
O01024,C0013,R0072,P0059,2023-10-18,697.25,,Returned
O01025,C0543,R0439,P0001,2025-05-21,225.69,UPI,Delivered
O01026,C0155,R0021,P0263,2024-11-10,221.23,UPI,Returned
O01027,C0876,R0322,P0149,2023-10-31,549.19,Cash on Delivery,Delivered
O01028,C0173,R0397,P0042,2025-05-15,541.91,UPI,Cancelled
O01029,C0854,R0239,P0286,2025-06-14,1384.84,UPI,Delivered
O01030,C0583,R0212,P0106,2025-06-05,916.85,UPI,Delivered
O01031,C0594,R0172,P0010,2024-01-10,1120.9,Cash on Delivery,Returned
O01032,C0418,R0289,P0136,2023-12-07,367.48,Wallet,Returned
O01033,C0950,R0196,P0218,2024-09-11,1375.25,Cash on Delivery,Cancelled
O01034,C0737,R0283,P0081,2025-07-19,719.53,Card,Returned
O01035,C0810,R0468,P0220,2023-10-22,1052.19,Card,Cancelled
O01036,C0401,R0158,P0151,2024-07-29,831.94,Cash on Delivery,Returned
O01037,C0213,R0055,P0191,2024-02-21,986.3,Wallet,Delivered
O01038,C0325,R0489,P0057,2025-05-09,1281.07,Wallet,Delivered
O01039,C0465,R0061,P0098,2023-10-17,1345.31,Wallet,Cancelled
O01040,C0425,R0408,P0294,2025-07-09,1006.95,Wallet,Delivered
O01041,C0989,R0449,P0247,2025-06-17,1063.16,UPI,Cancelled
O01042,C0762,R0070,P0084,2024-11-17,932.76,Cash on Delivery,Delivered
O01043,C0175,R0335,P0060,2025-02-16,1331.58,Card,Delivered
O01044,C0384,R0011,P0226,2024-04-13,810.22,Wallet,Cancelled
O01045,C0037,R0183,P0243,2024-12-20,1110.9,Cash on Delivery,Delivered
O01046,C0845,R0275,P0038,2024-11-10,1391.55,Cash on Delivery,Cancelled
O01047,C0881,R0326,P0015,2025-06-18,321.69,UPI,Returned
O01048,C0721,R0175,P0090,2025-03-23,1351.07,UPI,Returned
O01049,C0778,R0142,P0122,2025-07-12,305.5,Card,Cancelled
O01050,C0321,R0131,P0069,2025-03-30,1249.45,Cash on Delivery,Delivered
O01051,C0109,R0393,P0221,2023-10-30,474.88,UPI,Cancelled
O01052,C0495,R0125,P0095,2023-12-04,1428.09,Wallet,Cancelled
O01053,C0654,R0225,P0264,2024-11-04,579.8,Card,Returned
O01054,C0288,R0260,P0290,2024-04-24,1452.72,Wallet,Delivered
O01055,C0709,R0001,P0224,2025-03-12,791.74,Cash on Delivery,Cancelled
O01056,C0330,R0487,P0061,2024-12-27,160.36,Wallet,Returned
O01057,C0111,R0325,P0081,2024-07-29,614.65,Cash on Delivery,Returned
O01058,C0594,R0007,P0274,2025-06-02,547.69,UPI,Delivered
O01059,C0486,R0252,P0123,2025-01-07,152.27,,Delivered
O01060,C0719,R0163,P0154,2025-02-26,1169.07,UPI,Returned
O01061,C0504,R0014,P0020,2025-05-31,810.71,UPI,Returned
O01062,C0144,R0239,P0148,2025-03-07,1135.34,UPI,Returned
O01063,C0649,R0413,P0241,2024-11-30,1031.94,Cash on Delivery,Delivered
O01064,C0479,R0330,P0021,2024-10-18,211.96,Wallet,Cancelled
O01065,C0517,R0341,P0173,2024-07-06,929.19,Cash on Delivery,Returned
O01066,C0057,R0337,P0090,2024-10-10,1391.51,UPI,Returned
O01067,C0573,R0282,P0220,2025-01-25,1404.19,UPI,Delivered
O01068,C0426,R0165,P0002,2024-12-26,703.17,UPI,Delivered
O01069,C0160,R0005,P0125,2025-03-20,1033.63,Card,Delivered
O01070,C0957,R0479,P0040,2025-07-09,993.86,Card,Returned
O01071,C0777,R0055,P0128,2024-09-08,1042.42,Wallet,Returned
O01072,C0181,R0277,P0201,2024-02-19,733.4,Cash on Delivery,Delivered
O01073,C0628,R0089,P0241,2024-06-27,1227.92,Cash on Delivery,Cancelled
O01074,C0511,R0121,P0131,2025-02-08,824.11,UPI,Returned
O01075,C0416,R0326,P0254,2024-08-15,326.68,Wallet,Delivered
O01076,C0759,R0029,P0266,2024-05-13,570.47,Wallet,Delivered
O01077,C0457,R0400,P0239,2025-03-18,1485.12,Cash on Delivery,Returned
O01078,C0067,R0089,P0194,2025-06-15,493.3,Wallet,Cancelled
O01079,C0045,R0174,P0078,2024-07-19,890.08,Card,Delivered
O01080,C0245,R0195,P0020,2024-06-12,763.33,Card,Delivered
O01081,C0019,R0088,P0029,2025-04-04,322.31,Card,Cancelled
O01082,C0857,R0318,P0029,2025-08-08,358.81,Wallet,Delivered
O01083,C0860,R0339,P0299,2024-07-11,1258.16,Wallet,Delivered
O01084,C0952,R0457,P0126,2024-02-01,311.62,Wallet,Cancelled
O01085,C0368,R0340,P0181,2024-12-25,264.42,UPI,Delivered
O01086,C0725,R0114,P0050,2024-10-15,336.7,Wallet,Returned
O01087,C0415,R0124,P0065,2025-05-01,871.21,UPI,Returned
O01088,C0398,R0380,P0265,2025-03-03,720.03,UPI,Returned
O01089,C0979,R0415,P0091,2023-12-27,1187.18,UPI,Returned
O01090,C0733,R0447,P0060,2023-11-23,1162.12,Card,Cancelled
O01091,C0279,R0413,P0046,2024-01-09,1285.65,UPI,Delivered
O01092,C0903,R0409,P0077,2025-02-24,1475.43,Wallet,Cancelled
O01093,C0857,R0041,P0201,2025-01-21,450.96,UPI,Returned
O01094,C0181,R0014,P0241,2024-10-22,1347.22,UPI,Cancelled
O01095,C0898,R0350,P0215,2023-10-10,793.1,Wallet,Returned
O01096,C0837,R0056,P0264,2024-03-29,1429.6,Card,Cancelled
O01097,C0828,R0282,P0092,2025-01-18,1199.43,Cash on Delivery,Delivered
O01098,C0748,R0366,P0072,2023-10-16,970.77,Wallet,Returned
O01099,C0094,R0320,P0103,2024-11-26,1347.65,,Delivered
O01100,C0055,R0368,P0058,2024-08-31,1060.64,Wallet,Returned
O01101,C0346,R0189,P0012,2025-07-31,1105.47,Wallet,Returned
O01102,C0134,R0204,P0296,2023-12-14,193.96,Cash on Delivery,Delivered
O01103,C0632,R0375,P0070,2024-07-03,766.63,UPI,Delivered
O01104,C0551,R0365,P0179,2024-01-26,497.03,Wallet,Cancelled
O01105,C0037,R0174,P0114,2024-09-24,949.63,Wallet,Cancelled
O01106,C0264,R0434,P0262,2024-03-10,1350.01,Card,Delivered
O01107,C0048,R0054,P0221,2024-03-20,544.59,Card,Cancelled
O01108,C0674,R0096,P0097,2023-10-20,1391.75,Card,Cancelled
O01109,C0361,R0285,P0230,2024-04-13,294.6,Card,Cancelled
O01110,C0011,R0264,P0285,2024-09-29,1280.4,Card,Returned
O01111,C0290,R0384,P0092,2024-05-07,979.37,Card,Cancelled
O01112,C0243,R0104,P0203,2024-10-05,1027.36,Card,Returned
O01113,C0074,R0479,P0256,2025-04-10,567.52,Card,Delivered
O01114,C0913,R0331,P0285,2024-08-17,1392.15,UPI,Returned
O01115,C0509,R0495,P0212,2025-07-18,309.23,Cash on Delivery,Returned
O01116,C0275,R0280,P0038,2024-01-19,1131.49,UPI,Cancelled
O01117,C0548,R0052,P0234,2025-06-22,343.57,Card,Returned
O01118,C0656,R0226,P0147,2023-10-04,1484.87,Card,Returned
O01119,C0580,R0291,P0095,2024-06-13,654.31,Wallet,Returned
O01120,C0161,R0236,P0112,2023-12-12,690.43,Card,Cancelled
O01121,C0656,R0378,P0230,2024-09-23,771.66,UPI,Delivered
O01122,C0029,R0432,P0207,2023-09-07,381.43,Card,Cancelled
O01123,C0664,R0487,P0025,2025-06-03,621.62,Cash on Delivery,Cancelled
O01124,C0921,R0004,P0205,2024-08-19,974.69,Card,Returned
O01125,C0212,R0142,P0090,2025-08-07,1272.66,Card,Cancelled
O01126,C0781,R0161,P0128,2024-11-25,1119.45,Card,Returned
O01127,C0118,R0079,P0114,2025-07-07,587.44,Cash on Delivery,Cancelled
O01128,C0393,R0127,P0106,2024-06-15,316.9,Card,Cancelled
O01129,C0172,R0470,P0079,2024-06-30,1111.97,Card,Cancelled
O01130,C0966,R0406,P0225,2024-03-19,750.28,Card,Returned
O01131,C0748,R0367,P0166,2024-03-13,1333.44,Cash on Delivery,Delivered
O01132,C0879,R0347,P0258,2023-12-15,929.45,Wallet,Returned
O01133,C0762,R0213,P0195,2025-01-13,1189.31,Wallet,Cancelled
O01134,C0305,R0292,P0102,2024-04-13,1487.38,Wallet,Delivered
O01135,C0519,R0391,P0202,2024-01-10,340.33,Card,Returned
O01136,C0719,R0438,P0176,2024-09-14,624.75,Card,Delivered
O01137,C0034,R0041,P0172,2025-02-01,525.48,Card,Cancelled
O01138,C0520,R0020,P0169,2023-12-06,261.67,UPI,Delivered
O01139,C0356,R0404,P0148,2024-10-28,166.39,UPI,Cancelled
O01140,C0841,R0272,P0246,2024-02-19,383.14,Wallet,Cancelled
O01141,C0825,R0207,P0219,2023-09-26,1169.08,Wallet,Returned
O01142,C0450,R0189,P0149,2025-05-16,574.18,Wallet,Returned
O01143,C0165,R0288,P0067,2023-12-24,722.36,UPI,Delivered
O01144,C0580,R0410,P0034,2025-05-11,980.39,Cash on Delivery,Cancelled
O01145,C0381,R0180,P0200,2024-07-14,622.01,Card,Cancelled
O01146,C0774,R0266,P0179,2023-08-12,511.58,Cash on Delivery,Returned
O01147,C0234,R0092,P0040,2024-06-21,302.58,UPI,Returned
O01148,C0966,R0044,P0023,2025-02-14,271.39,Cash on Delivery,Delivered
O01149,C0864,R0012,P0173,2024-12-26,1057.53,Cash on Delivery,Delivered
O01150,C0008,R0157,P0211,2023-11-13,984.34,Wallet,Returned
O01151,C0774,R0195,P0228,2024-06-26,603.77,Cash on Delivery,Delivered
O01152,C0117,R0403,P0274,2024-03-02,1374.49,Cash on Delivery,Returned
O01153,C0293,R0247,P0088,2023-10-15,181.79,Cash on Delivery,Returned
O01154,C0064,R0231,P0126,2024-06-02,726.34,UPI,Delivered
O01155,C0423,R0066,P0261,2024-08-19,1294.73,UPI,Returned
O01156,C1000,R0300,P0299,2024-11-12,1164.91,Wallet,Cancelled
O01157,C0321,R0216,P0287,2024-12-16,936.15,Card,Delivered
O01158,C0133,R0467,P0165,2023-09-03,345.61,UPI,Returned
O01159,C0993,R0304,P0053,2025-07-06,830.25,Card,Returned
O01160,C0878,R0083,P0134,2023-10-20,957.88,Card,Delivered
O01161,C0386,R0020,P0214,2024-05-15,766.5,UPI,Delivered
O01162,C0758,R0265,P0085,2025-07-17,659.85,Wallet,Cancelled
O01163,C0536,R0383,P0170,2023-12-30,1151.48,Cash on Delivery,Returned
O01164,C0071,R0215,P0003,2025-06-26,843.83,Cash on Delivery,Returned
O01165,C0849,R0255,P0284,2023-12-16,267.25,Card,Delivered
O01166,C0422,R0218,P0062,2025-04-03,809.62,UPI,Returned
O01167,C0077,R0455,P0032,2025-03-20,331.04,Cash on Delivery,Returned
O01168,C0480,R0088,P0064,2023-12-21,746.57,UPI,Delivered
O01169,C0044,R0168,P0269,2024-12-26,360.17,Cash on Delivery,Returned
O01170,C0465,R0083,P0219,2024-03-03,1287.07,Cash on Delivery,Delivered
O01171,C0513,R0393,P0215,2024-05-02,787.41,Wallet,Delivered
O01172,C0747,R0168,P0114,2024-12-29,1190.41,Card,Returned
O01173,C0045,R0126,P0132,2023-10-22,1147.64,Card,Returned
O01174,C0136,R0366,P0297,2024-01-25,1276.73,Wallet,Cancelled
O01175,C0118,R0072,P0087,2025-05-05,391.09,UPI,Returned
O01176,C0890,R0391,P0283,2025-02-15,496.74,Wallet,Returned
O01177,C0564,R0301,P0024,2023-09-01,1049.41,Cash on Delivery,Cancelled
O01178,C0881,R0377,P0012,2024-05-08,412.53,UPI,Delivered
O01179,C0201,R0361,P0033,2024-09-25,1341.1,Wallet,Returned
O01180,C0039,R0132,P0037,2023-08-29,690.45,,Returned
O01181,C0392,R0302,P0263,2024-07-09,1150.62,Cash on Delivery,Returned
O01182,C0078,R0043,P0242,2024-12-26,1104.85,Wallet,Cancelled
O01183,C0580,R0439,P0071,2023-09-20,887.6,,Returned
O01184,C0655,R0436,P0193,2025-02-22,984.58,Cash on Delivery,Cancelled
O01185,C0567,R0187,P0026,2024-07-22,160.66,UPI,Cancelled
O01186,C0218,R0227,P0029,2023-09-02,1119.09,Cash on Delivery,Delivered
O01187,C0577,R0278,P0135,2024-09-07,671.15,Wallet,Returned
O01188,C0224,R0154,P0085,2025-01-31,384.42,UPI,Cancelled
O01189,C0845,R0116,P0218,2025-03-25,1404.51,Card,Returned
O01190,C0949,R0386,P0085,2024-06-23,905.39,UPI,Delivered
O01191,C0844,R0442,P0176,2024-08-13,974.62,Cash on Delivery,Returned
O01192,C0383,R0224,P0152,2025-01-20,1202.38,Card,Delivered
O01193,C0375,R0069,P0021,2025-04-27,1189.03,Card,Returned
O01194,C0844,R0079,P0073,2025-01-22,1116.26,Card,Returned
O01195,C0751,R0235,P0275,2023-12-22,920.33,,Delivered
O01196,C0008,R0447,P0197,2024-01-14,781.41,UPI,Returned
O01197,C0200,R0104,P0228,2024-07-18,1024.75,Card,Delivered
O01198,C0529,R0068,P0051,2024-07-12,696.41,,Cancelled
O01199,C0288,R0044,P0110,2025-02-11,275.56,Cash on Delivery,Cancelled
O01200,C0385,R0493,P0264,2024-09-04,457.33,Wallet,Cancelled
O01201,C0647,R0441,P0249,2024-12-20,486.11,UPI,Delivered
O01202,C0096,R0479,P0275,2025-03-17,181.81,Cash on Delivery,Delivered
O01203,C0094,R0470,P0055,2025-06-19,870.91,Wallet,Delivered
O01204,C0772,R0437,P0055,2024-02-07,1468.51,UPI,Cancelled
O01205,C0594,R0026,P0022,2024-04-22,577.58,UPI,Returned
O01206,C0377,R0426,P0136,2025-07-20,303.6,UPI,Returned
O01207,C0992,R0315,P0113,2024-01-19,1135.59,Wallet,Returned
O01208,C0849,R0447,P0056,2025-03-17,737.03,Wallet,Returned
O01209,C0678,R0394,P0211,2024-06-06,1447.35,Card,Returned
O01210,C0684,R0260,P0282,2025-03-24,972.15,Card,Delivered
O01211,C0527,R0374,P0283,2025-04-23,1298.85,Wallet,Delivered
O01212,C0876,R0226,P0265,2023-09-28,295.85,Wallet,Returned
O01213,C0986,R0352,P0206,2024-05-14,1049.96,Cash on Delivery,Delivered
O01214,C0208,R0443,P0132,2024-03-09,1305.94,Card,Delivered
O01215,C0471,R0061,P0062,2024-11-16,187.57,Card,Delivered
O01216,C0957,R0253,P0238,2024-09-03,1341.5,UPI,Delivered
O01217,C0397,R0460,P0261,2023-12-02,1024.58,Wallet,Delivered
O01218,C0042,R0391,P0041,2025-07-31,594.88,Wallet,Cancelled
O01219,C0788,R0224,P0096,2023-08-28,369.91,Cash on Delivery,Cancelled
O01220,C0217,R0327,P0270,2025-02-21,1175.55,Wallet,Cancelled
O01221,C0208,R0259,P0136,2025-07-21,1330.45,UPI,Delivered
O01222,C0562,R0383,P0102,2024-01-28,1271.23,UPI,Cancelled
O01223,C0112,R0009,P0203,2023-08-27,152.59,Card,Delivered
O01224,C0783,R0305,P0030,2025-04-01,348.53,UPI,Delivered
O01225,C0583,R0077,P0148,2024-10-02,552.52,Wallet,Returned
O01226,C0072,R0482,P0169,2024-02-28,227.98,UPI,Returned
O01227,C0157,R0254,P0228,2025-01-04,1247.32,UPI,Cancelled
O01228,C0904,R0104,P0116,2024-07-19,1094.81,Cash on Delivery,Delivered
O01229,C0286,R0331,P0066,2024-09-09,1265.51,Wallet,Delivered
O01230,C0928,R0485,P0173,2024-04-25,862.79,UPI,Cancelled
O01231,C0382,R0415,P0268,2023-10-11,759.99,UPI,Cancelled
O01232,C0198,R0278,P0124,2024-12-07,500.66,Card,Returned
O01233,C0164,R0134,P0085,2025-02-05,350.49,Cash on Delivery,Cancelled
O01234,C0513,R0481,P0141,2023-08-12,291.71,Wallet,Delivered
O01235,C0573,R0068,P0207,2023-11-26,1390.92,Card,Returned
O01236,C0017,R0212,P0143,2024-01-08,877.74,UPI,Delivered
O01237,C0751,R0265,P0052,2025-07-15,183.91,Wallet,Delivered
O01238,C0483,R0471,P0096,2024-02-28,953.61,Card,Delivered
O01239,C0374,R0335,P0072,2025-01-01,786.73,Card,Returned
O01240,C0347,R0474,P0252,2024-01-03,1362.43,Wallet,Returned
O01241,C0495,R0177,P0254,2024-04-05,248.54,Cash on Delivery,Cancelled
O01242,C0843,R0192,P0274,2023-10-13,432.96,Card,Cancelled
O01243,C0699,R0012,P0253,2024-05-10,981.32,Cash on Delivery,Returned
O01244,C0028,R0295,P0038,2024-04-08,749.5,UPI,Delivered
O01245,C0544,R0456,P0114,2024-02-02,581.26,Cash on Delivery,Cancelled
O01246,C0246,R0318,P0060,2024-12-01,632.73,Wallet,Returned
O01247,C0912,R0082,P0295,2024-02-27,502.79,Cash on Delivery,Returned
O01248,C0958,R0408,P0042,2025-02-24,1264.42,Card,Delivered
O01249,C0075,R0035,P0183,2024-12-18,1144.99,Card,Delivered
O01250,C0444,R0126,P0101,2024-03-01,477.94,UPI,Delivered
O01251,C0528,R0350,P0102,2024-01-20,690.27,Card,Delivered
O01252,C0760,R0356,P0209,2024-12-07,460.08,Card,Cancelled
O01253,C0793,R0499,P0149,2024-11-28,487.76,Cash on Delivery,Cancelled
O01254,C0084,R0030,P0097,2024-03-06,805.94,Cash on Delivery,Delivered
O01255,C0892,R0386,P0039,2025-04-15,1409.46,Cash on Delivery,Delivered
O01256,C0263,R0204,P0127,2024-10-30,627.42,UPI,Cancelled
O01257,C0357,R0472,P0144,2024-12-18,668.13,UPI,Returned
O01258,C0756,R0223,P0071,2025-02-16,617.24,UPI,Returned
O01259,C0185,R0332,P0299,2024-10-31,433.47,UPI,Returned
O01260,C0512,R0259,P0138,2025-02-16,794.22,Card,Cancelled
O01261,C0629,R0258,P0212,2024-11-09,1465.07,UPI,Cancelled
O01262,C0205,R0143,P0213,2025-02-13,341.16,Cash on Delivery,Returned
O01263,C0713,R0247,P0272,2024-07-20,823.5,UPI,Returned
O01264,C0055,R0081,P0057,2024-10-16,560.36,Wallet,Delivered
O01265,C0757,R0120,P0060,2023-11-04,167.46,Card,Returned
O01266,C0633,R0276,P0128,2024-05-21,1215.68,UPI,Cancelled
O01267,C0064,R0168,P0239,2024-12-18,1428.57,Card,Delivered
O01268,C0153,R0454,P0216,2023-12-23,1492.49,Wallet,Cancelled
O01269,C0378,R0194,P0256,2023-12-30,420.89,Card,Returned
O01270,C0981,R0448,P0123,2023-10-28,421.16,Cash on Delivery,Returned
O01271,C0749,R0459,P0088,2024-09-10,500.62,Cash on Delivery,Cancelled
O01272,C0624,R0165,P0107,2025-06-12,427.69,UPI,Delivered
O01273,C0376,R0258,P0127,2024-05-13,1257.32,Cash on Delivery,Cancelled
O01274,C0364,R0338,P0223,2024-04-05,510.16,Wallet,Delivered
O01275,C0921,R0147,P0121,2024-08-13,626.62,Wallet,Delivered
O01276,C0106,R0056,P0166,2025-06-11,1011.06,Wallet,Delivered
O01277,C0139,R0030,P0060,2024-09-19,1028.79,UPI,Cancelled
O01278,C0843,R0451,P0236,2024-09-26,395.34,Cash on Delivery,Cancelled
O01279,C0493,R0230,P0277,2024-04-19,1325.4,Wallet,Cancelled
O01280,C0507,R0315,P0195,2023-10-09,671.14,Cash on Delivery,Returned
O01281,C0176,R0425,P0282,2024-07-01,626.56,Cash on Delivery,Cancelled
O01282,C0307,R0327,P0131,2024-10-17,1050.53,UPI,Returned
O01283,C0967,R0415,P0111,2023-11-11,1045.13,UPI,Cancelled
O01284,C0705,R0481,P0105,2023-10-05,752.52,UPI,Returned
O01285,C0066,R0450,P0085,2023-11-14,1165.29,Card,Delivered
O01286,C0078,R0144,P0259,2025-04-25,1209.02,Card,Returned
O01287,C0961,R0390,P0093,2025-05-04,334.06,UPI,Cancelled
O01288,C0817,R0435,P0058,2024-04-29,925.09,Card,Cancelled
O01289,C0587,R0320,P0135,2025-04-29,1292.97,UPI,Returned
