order_item_id,order_id,item_name,quantity,price
I01721,O01091,Coke,1,87.36
I01722,O01531,Pizza,3,322.11
I01723,O04252,Pizza,3,197.71
I01724,O00596,Burger,4,496.61
I01725,O01417,Biryani,2,142.73
I01726,O00391,Pasta,1,310.79
I01727,O02056,Salad,1,101.84
I01728,O00718,Fries,4,74.23
I01729,O03283,Pasta,2,141.24
I01730,O01207,Pizza,3,355.01
I01731,O03976,Salad,3,70.19
I01732,O00523,Coke,3,486.69
I01733,O02708,Fries,4,309.34
I01734,O01274,Pasta,2,246.15
I01735,O00540,Salad,3,181.05
I01736,O00809,Burger,1,131.58
I01737,O04752,Fries,1,364.18
I01738,O03445,Biryani,4,213.73
I01739,O02820,Coke,4,490.36
I01740,O02564,Pizza,5,231.78
I01741,O02969,Burger,1,160.75
I01742,O02059,Fries,1,292.65
I01743,O01372,Biryani,2,213.9
I01744,O01032,Burger,1,414.69
I01745,O00744,Coke,3,176.96
I01746,O04524,Ice Cream,4,163.53
I01747,O02512,Salad,1,220.33
I01748,O02871,Biryani,4,152.49
I01749,O03866,Pizza,4,99.44
I01750,O02040,Coke,1,52.37
I01751,O04408,Coke,5,165.46
I01752,O03862,Coke,4,362.33
I01753,O01580,Burger,1,298.32
I01754,O01113,Biryani,2,298.26
I01755,O02851,Pasta,4,152.15
I01756,O02135,Coke,5,182.73
I01757,O03820,Biryani,3,484.11
I01758,O01462,Coke,2,155.86
I01759,O01663,Burger,5,457.46
I01760,O02953,Biryani,3,111.46
I01761,O01304,Salad,5,263.94
I01762,O04109,Coke,3,441.26
I01763,O02224,Pasta,5,254.59
I01764,O02242,Burger,4,397.92
I01765,O04781,Pasta,4,52.71
I01766,O00725,Ice Cream,2,212.17
I01767,O01230,Coke,3,452.0
I01768,O00831,Pizza,2,401.04
I01769,O02768,Coke,5,236.16
I01770,O02987,Fries,2,198.48
I01771,O03017,Fries,4,287.68
I01772,O01771,Burger,5,76.57
I01773,O02913,Ice Cream,1,52.35
I01774,O01630,Fries,2,296.6
I01775,O00554,Pizza,1,107.28
I01776,O01401,Salad,5,433.87
I01777,O04255,Pizza,4,59.88
I01778,O01307,Pasta,3,361.89
I01779,O01041,Salad,1,213.54
I01780,O00591,Pasta,2,444.47
I01781,O03439,Coke,2,265.55
I01782,O00807,Fries,4,191.71
I01783,O03708,Pizza,4,337.96
I01784,O01429,Burger,2,238.2
I01785,O02910,Biryani,4,246.08
I01786,O02937,Biryani,4,356.51
I01787,O00872,Salad,2,247.2
I01788,O00918,Ice Cream,3,323.28
I01789,O02741,Salad,5,446.06
I01790,O03074,Pasta,3,321.92
I01791,O02352,Burger,2,256.63
I01792,O03992,Pizza,5,166.19
I01793,O03646,Coke,5,192.21
I01794,O03015,Pizza,3,246.21
I01795,O02263,Burger,1,292.67
I01796,O04394,Biryani,3,303.06
I01797,O00564,Burger,4,397.21
I01798,O03643,Pizza,5,51.61
I01799,O03537,Burger,4,71.06
I01800,O04318,Coke,4,241.65
I01801,O00878,Biryani,4,431.81
I01802,O03205,Fries,1,53.6
I01803,O02985,Coke,2,153.81
I01804,O04993,Pasta,4,475.12
I01805,O01084,Pasta,4,260.69
I01806,O04946,Pasta,1,104.61
I01807,O01796,Fries,1,104.51
I01808,O00040,Salad,3,107.04
I01809,O04250,Salad,3,424.12
I01810,O02848,Salad,4,60.95
I01811,O01265,Burger,1,294.44
I01812,O04180,Salad,4,487.42
I01813,O04879,Salad,3,315.62
I01814,O01270,Coke,2,53.72
I01815,O04703,Burger,3,112.97
I01816,O01560,Fries,4,131.63
I01817,O04740,Burger,5,307.48
I01818,O03320,Burger,2,413.41
I01819,O00062,Ice Cream,5,475.58
I01820,O00848,Fries,1,144.42
I01821,O03322,Pizza,3,404.38
I01822,O00148,Burger,1,260.72
I01823,O04066,Coke,2,57.37
I01824,O01961,Pizza,5,159.62
I01825,O01201,Fries,5,494.84
I01826,O01750,Biryani,3,492.58
I01827,O02299,Fries,3,451.86
I01828,O00986,Coke,1,372.91
I01829,O02861,Biryani,4,127.59
I01830,O00868,Salad,4,390.83
I01831,O03843,Burger,4,80.82
I01832,O01297,Fries,2,478.16
I01833,O01614,Ice Cream,2,252.4
I01834,O02297,Biryani,3,318.82
I01835,O04941,Fries,4,463.43
I01836,O04337,Biryani,2,240.98
I01837,O04229,Ice Cream,3,363.64
I01838,O01708,Salad,3,223.34
I01839,O00671,Ice Cream,3,386.66
I01840,O04849,Ice Cream,1,69.46
I01841,O00001,Salad,3,365.96
I01842,O04484,Pizza,2,271.3
I01843,O02449,Biryani,1,476.12
I01844,O03027,Biryani,1,216.15
I01845,O03382,Fries,4,272.67
I01846,O00942,Coke,4,249.86
I01847,O01193,Burger,3,356.59
I01848,O01131,Pizza,3,293.97
I01849,O01118,Biryani,3,213.72
I01850,O02558,Pizza,5,426.85
I01851,O04791,Pizza,5,186.42
I01852,O03454,Burger,5,236.99
I01853,O04629,Coke,3,78.01
I01854,O01721,Coke,3,347.19
I01855,O01988,Burger,5,192.8
I01856,O00944,Salad,5,79.85
I01857,O03746,Pasta,5,411.26
I01858,O01902,Pizza,2,240.99
I01859,O04728,Biryani,1,260.08
I01860,O00033,Pizza,5,263.2
I01861,O02660,Coke,3,270.12
I01862,O01850,Biryani,2,184.07
I01863,O03367,Fries,3,357.66
I01864,O02613,Ice Cream,5,460.54
I01865,O01880,Pasta,5,265.37
I01866,O04442,Fries,4,383.97
I01867,O01780,Ice Cream,1,421.69
I01868,O01510,Biryani,5,232.69
I01869,O00069,Ice Cream,3,182.34
I01870,O00983,Pasta,3,222.13
I01871,O01258,Fries,1,329.64
I01872,O01344,Burger,4,85.72
I01873,O04105,Fries,2,335.22
I01874,O02023,Pizza,4,118.38
I01875,O04154,Pasta,2,149.67
I01876,O00356,Biryani,1,109.3
I01877,O02040,Coke,1,181.5
I01878,O03989,Ice Cream,5,53.4
I01879,O00325,Pasta,3,301.65
I01880,O01955,Ice Cream,1,227.38
I01881,O03465,Ice Cream,3,88.94
I01882,O04756,Burger,3,54.07
I01883,O03208,Ice Cream,1,445.9
I01884,O02565,Fries,4,301.02
I01885,O02334,Fries,1,214.2
I01886,O02905,Biryani,2,166.92
I01887,O04433,Coke,2,418.1
I01888,O01885,Coke,1,321.15
I01889,O04859,Burger,2,325.83
I01890,O02372,Coke,4,420.94
I01891,O02840,Ice Cream,3,145.71
I01892,O01347,Pasta,3,73.28
I01893,O01339,Pasta,5,383.52
I01894,O04232,Fries,5,451.63
I01895,O04374,Fries,4,440.07
I01896,O02089,Burger,5,242.45
I01897,O00221,Coke,1,215.78
I01898,O04493,Fries,2,148.07
I01899,O01324,Salad,5,195.61
I01900,O00815,Coke,4,493.74
I01901,O03532,Burger,3,497.19
I01902,O04228,Salad,2,274.84
I01903,O00715,Biryani,5,402.03
I01904,O01418,Pizza,4,329.01
I01905,O04435,Pasta,2,211.91
I01906,O01341,Pasta,3,411.44
I01907,O04182,Coke,2,232.04
I01908,O00380,Pasta,5,420.36
I01909,O00465,Pizza,3,62.02
I01910,O03295,Pizza,2,389.36
I01911,O02976,Burger,3,59.35
I01912,O00627,Salad,1,90.34
I01913,O02144,Coke,4,416.98
I01914,O03899,Pizza,3,317.82
I01915,O03025,Burger,5,57.84
I01916,O00419,Biryani,3,318.87
I01917,O04844,Pasta,1,210.17
I01918,O00481,Pizza,5,69.07
I01919,O04981,Ice Cream,4,309.42
I01920,O02452,Coke,3,202.99
I01921,O02502,Ice Cream,2,149.94
I01922,O03077,Pasta,4,132.44
I01923,O00088,Pizza,1,82.32
I01924,O04813,Salad,4,399.19
I01925,O02845,Ice Cream,2,154.6
I01926,O00611,Burger,2,262.57
I01927,O02634,Ice Cream,4,111.37
I01928,O00486,Coke,2,201.63
I01929,O00936,Burger,5,337.78
I01930,O03581,Pizza,3,246.9
I01931,O01823,Coke,2,405.23
I01932,O00886,Pasta,5,438.67
I01933,O03544,Burger,2,463.19
I01934,O02659,Ice Cream,5,234.71
I01935,O02825,Biryani,4,429.34
I01936,O03555,Fries,3,225.21
I01937,O02569,Biryani,1,478.41
I01938,O00687,Ice Cream,4,138.34
I01939,O03843,Biryani,1,187.88
I01940,O01181,Ice Cream,2,53.17
I01941,O03021,Burger,2,426.24
I01942,O03698,Fries,5,263.38
I01943,O03161,Coke,5,295.15
I01944,O00312,Salad,5,106.58
I01945,O02875,Burger,3,334.96
I01946,O00244,Burger,1,397.19
I01947,O03117,Salad,1,143.05
I01948,O02692,Pasta,5,447.36
I01949,O00817,Pizza,2,458.88
I01950,O01823,Burger,4,297.15
I01951,O02214,Coke,2,390.26
I01952,O02210,Coke,1,229.2
I01953,O01078,Burger,2,312.96
I01954,O04207,Biryani,5,469.7
I01955,O01520,Biryani,5,251.27
I01956,O04165,Burger,3,352.71
I01957,O04124,Pizza,4,64.76
I01958,O02912,Burger,3,432.13
I01959,O00927,Pasta,2,447.74
I01960,O00564,Ice Cream,3,370.38
I01961,O04360,Fries,3,72.37
I01962,O01754,Coke,1,178.79
I01963,O03560,Biryani,4,323.95
I01964,O03017,Biryani,5,497.49
I01965,O00447,Coke,5,68.4
I01966,O02022,Coke,2,183.29
I01967,O03173,Ice Cream,2,337.91
I01968,O01307,Biryani,5,465.47
I01969,O01225,Biryani,1,100.9
I01970,O01416,Ice Cream,2,131.29
I01971,O00917,Salad,1,366.68
I01972,O03497,Salad,4,426.87
I01973,O01978,Pasta,1,265.3
I01974,O00756,Fries,3,387.86
I01975,O00783,Burger,5,456.5
I01976,O01416,Ice Cream,3,103.21
I01977,O04890,Pasta,2,349.86
I01978,O00456,Salad,3,451.93
I01979,O02683,Fries,1,164.44
I01980,O02395,Pasta,4,361.97
I01981,O01428,Pasta,3,230.04
I01982,O04613,Fries,5,246.95
I01983,O00648,Salad,3,96.43
I01984,O03815,Ice Cream,1,177.26
I01985,O03240,Burger,5,157.37
I01986,O04494,Biryani,3,402.11
I01987,O02839,Coke,5,409.15
I01988,O01938,Pizza,3,248.01
I01989,O01677,Burger,3,447.72
I01990,O04232,Burger,5,438.6
I01991,O03767,Biryani,3,390.81
I01992,O00228,Coke,5,53.69
I01993,O01808,Coke,4,217.34
I01994,O00945,Pasta,4,58.73
I01995,O00058,Pizza,3,147.06
I01996,O02373,Ice Cream,3,233.89
I01997,O00104,Fries,1,239.44
I01998,O00464,Burger,5,118.46
I01999,O01563,Pasta,2,122.2
I02000,O00435,Biryani,3,378.4
I02001,O00370,Coke,4,385.42
I02002,O03904,Burger,3,291.91
I02003,O01089,Fries,5,466.06
I02004,O04455,Fries,4,211.08
I02005,O01830,Ice Cream,5,96.35
I02006,O02618,Burger,5,248.94
I02007,O03047,Burger,1,442.01
I02008,O01926,Coke,1,466.12
I02009,O01990,Biryani,2,260.55
I02010,O01850,Burger,2,212.21
I02011,O00360,Pasta,4,215.77
I02012,O03178,Biryani,3,232.03
I02013,O02797,Coke,3,229.79
I02014,O00510,Ice Cream,5,349.99
I02015,O00805,Ice Cream,2,313.76
I02016,O00818,Biryani,5,200.24
I02017,O03746,Pizza,2,96.95
I02018,O04863,Fries,1,193.37
I02019,O00664,Pizza,2,120.09
I02020,O03072,Burger,1,423.5
I02021,O04084,Pizza,4,253.64
I02022,O00409,Salad,3,207.9
I02023,O00563,Salad,5,346.22
I02024,O01979,Ice Cream,3,172.09
I02025,O02571,Coke,4,98.76
I02026,O00642,Pizza,3,311.26
I02027,O04162,Burger,3,429.54
I02028,O04231,Salad,5,405.22
I02029,O00516,Fries,3,118.08
I02030,O04027,Pizza,5,421.92
I02031,O02891,Salad,3,364.93
I02032,O00253,Biryani,4,335.13
I02033,O00982,Coke,4,423.16
I02034,O02376,Pasta,5,443.57
I02035,O02524,Burger,5,56.76
I02036,O03125,Salad,5,96.57
I02037,O01883,Coke,2,195.95
I02038,O03641,Burger,5,252.61
I02039,O03625,Salad,2,154.45
I02040,O01921,Ice Cream,2,399.47
I02041,O00134,Pizza,3,480.97
I02042,O02952,Burger,2,440.45
I02043,O04317,Pizza,2,160.3
I02044,O04931,Biryani,1,233.18
I02045,O01316,Pasta,4,425.69
I02046,O03316,Pizza,3,238.83
I02047,O01565,Coke,1,303.87
I02048,O04570,Biryani,4,463.0
I02049,O02918,Fries,2,185.58
I02050,O02328,Salad,3,351.77
I02051,O01218,Burger,4,206.01
I02052,O00322,Coke,2,379.33
I02053,O00488,Pizza,2,373.86
I02054,O02900,Coke,2,157.94
I02055,O04972,Burger,5,269.56
I02056,O01008,Pizza,1,139.62
I02057,O03648,Pasta,5,235.61
I02058,O03178,Coke,3,90.57
I02059,O00160,Burger,4,143.24
I02060,O02547,Salad,4,214.23
I02061,O01894,Biryani,5,383.78
I02062,O01835,Ice Cream,2,330.8
I02063,O00276,Fries,5,475.09
I02064,O00445,Coke,1,482.85
I02065,O02638,Biryani,4,347.77
I02066,O04696,Pasta,2,314.17
I02067,O04300,Ice Cream,1,362.23
I02068,O01701,Coke,1,295.72
I02069,O01338,Pasta,1,288.82
I02070,O04542,Biryani,3,406.74
I02071,O02858,Pizza,1,249.04
I02072,O04516,Burger,3,491.45
I02073,O02267,Coke,4,219.27
I02074,O01638,Biryani,1,51.56
I02075,O03103,Salad,5,323.91
I02076,O03363,Salad,1,64.45
I02077,O03253,Pizza,4,241.93
I02078,O02735,Pasta,4,280.11
I02079,O03862,Biryani,3,176.67
I02080,O04250,Ice Cream,1,147.0
I02081,O03421,Biryani,1,449.06
I02082,O00241,Coke,2,123.19
I02083,O03360,Biryani,2,254.82
I02084,O01396,Ice Cream,2,211.89
I02085,O03153,Pasta,5,487.82
I02086,O00577,Fries,2,213.96
I02087,O03154,Burger,2,337.78
I02088,O01289,Pasta,1,352.03
I02089,O02046,Pasta,2,356.87
I02090,O00885,Pasta,3,302.1
I02091,O01252,Ice Cream,5,220.06
I02092,O00438,Burger,3,310.08
I02093,O00123,Salad,2,115.64
I02094,O02738,Pizza,3,215.49
I02095,O02355,Salad,5,472.06
I02096,O03264,Fries,3,412.09
I02097,O00330,Fries,4,59.87
I02098,O01813,Coke,4,217.98
I02099,O03501,Burger,4,384.67
I02100,O01823,Salad,4,221.24
I02101,O00924,Pizza,2,61.86
I02102,O01390,Pasta,1,273.82
I02103,O01601,Ice Cream,5,413.11
I02104,O03084,Ice Cream,2,489.31
I02105,O00719,Fries,1,390.53
I02106,O00858,Burger,2,229.44
I02107,O04054,Pasta,1,463.5
I02108,O02383,Ice Cream,4,243.52
I02109,O03092,Ice Cream,5,385.93
I02110,O00770,Coke,1,71.74
I02111,O02164,Burger,5,212.53
I02112,O00946,Ice Cream,2,130.2
I02113,O01821,Coke,1,73.65
I02114,O02157,Biryani,5,74.17
I02115,O02585,Ice Cream,2,79.06
I02116,O03451,Pasta,3,251.73
I02117,O04452,Biryani,5,104.79
I02118,O03572,Burger,3,349.83
I02119,O01858,Ice Cream,4,237.61
I02120,O03773,Ice Cream,3,211.92
I02121,O03454,Burger,1,428.18
I02122,O04605,Biryani,5,442.94
I02123,O02135,Pasta,3,203.69
I02124,O02766,Fries,4,67.79
I02125,O02249,Pizza,4,427.81
I02126,O04668,Pizza,5,288.08
I02127,O02503,Coke,5,200.09
I02128,O04866,Salad,3,149.65
I02129,O02649,Coke,3,185.38
I02130,O02516,Fries,4,232.0
I02131,O00062,Pizza,1,77.85
I02132,O00132,Pizza,2,207.44
I02133,O01498,Pizza,3,430.54
I02134,O01429,Coke,1,220.97
I02135,O00285,Burger,5,479.5
I02136,O02560,Fries,5,189.08
I02137,O03383,Biryani,1,53.44
I02138,O00042,Burger,2,69.09
I02139,O02061,Pasta,3,468.03
I02140,O00009,Salad,2,130.78
I02141,O01370,Biryani,2,442.3
I02142,O01346,Burger,3,491.09
I02143,O01120,Salad,2,272.52
I02144,O00594,Pizza,4,424.58
I02145,O00777,Biryani,2,122.86
I02146,O00828,Pasta,4,198.01
I02147,O02512,Coke,5,474.58
I02148,O01761,Burger,4,123.77
I02149,O04183,Biryani,3,211.64
I02150,O02777,Coke,1,195.91
I02151,O04187,Biryani,2,97.71
I02152,O01327,Salad,5,163.3
I02153,O02086,Burger,1,184.75
I02154,O00676,Coke,1,211.14
I02155,O01730,Pizza,5,250.09
I02156,O02418,Salad,3,302.07
I02157,O01604,Pizza,4,133.6
I02158,O00947,Pasta,4,384.75
I02159,O03935,Burger,4,266.02
I02160,O03640,Coke,2,285.48
I02161,O01839,Coke,1,234.16
I02162,O00506,Fries,4,145.39
I02163,O02997,Pasta,3,420.43
I02164,O00390,Coke,2,469.03
I02165,O01837,Salad,2,378.89
I02166,O00769,Pasta,2,413.16
I02167,O02939,Fries,4,464.85
I02168,O03823,Fries,4,457.58
I02169,O04332,Salad,1,376.81
I02170,O04966,Ice Cream,4,236.42
I02171,O03204,Coke,3,58.63
I02172,O02161,Fries,2,455.87
I02173,O04727,Pasta,1,159.54
I02174,O01566,Ice Cream,4,445.15
I02175,O04361,Burger,2,417.0
I02176,O04442,Pasta,3,182.17
I02177,O03892,Biryani,4,477.78
I02178,O01420,Coke,2,257.56
I02179,O04339,Coke,3,295.1
I02180,O01539,Biryani,3,414.14
I02181,O03705,Salad,1,254.41
I02182,O03933,Coke,2,209.39
I02183,O02391,Pasta,1,389.51
I02184,O04377,Burger,5,291.45
I02185,O03139,Coke,3,396.11
I02186,O00810,Pizza,1,108.93
I02187,O03699,Fries,4,271.23
I02188,O01878,Pizza,4,444.68
I02189,O04684,Pizza,2,329.82
I02190,O04377,Salad,3,80.93
I02191,O02544,Pizza,4,361.22
I02192,O02519,Ice Cream,2,435.75
I02193,O03098,Salad,5,366.84
I02194,O04954,Pizza,5,257.87
I02195,O04641,Biryani,1,499.96
I02196,O04176,Ice Cream,1,268.21
I02197,O03336,Pasta,5,342.39
I02198,O04055,Pasta,3,265.42
I02199,O03331,Ice Cream,5,333.91
I02200,O02334,Salad,3,201.39
I02201,O01054,Ice Cream,4,154.39
I02202,O03603,Pasta,2,398.98
I02203,O04067,Ice Cream,5,157.65
I02204,O01085,Fries,4,397.84
I02205,O03353,Fries,5,347.28
I02206,O04101,Biryani,3,286.73
I02207,O02961,Fries,2,179.05
I02208,O04130,Ice Cream,2,471.47
I02209,O04496,Fries,5,142.59
I02210,O04188,Pasta,2,77.52
I02211,O04903,Pizza,5,350.04
I02212,O01405,Fries,2,203.44
I02213,O03628,Fries,5,202.82
I02214,O03865,Biryani,4,309.03
I02215,O04308,Salad,3,191.59
I02216,O03717,Coke,4,370.96
I02217,O00980,Fries,5,165.67
I02218,O03420,Pasta,2,268.06
I02219,O01961,Fries,4,300.42
I02220,O02690,Fries,3,140.41
I02221,O04795,Coke,2,272.26
I02222,O03431,Salad,4,448.77
I02223,O04248,Pizza,4,338.12
I02224,O02022,Coke,3,340.27
I02225,O01456,Salad,5,314.59
I02226,O00914,Coke,3,430.04
I02227,O04197,Ice Cream,3,132.15
I02228,O03764,Fries,4,391.18
I02229,O04187,Pizza,3,413.88
I02230,O00853,Coke,5,486.38
I02231,O03740,Biryani,2,271.18
I02232,O01670,Ice Cream,3,214.88
I02233,O03372,Ice Cream,2,490.1
I02234,O03244,Biryani,3,412.45
I02235,O00753,Biryani,5,384.27
I02236,O00738,Fries,4,436.16
I02237,O00755,Ice Cream,5,213.21
I02238,O03337,Coke,4,348.29
I02239,O04380,Pizza,2,292.65
I02240,O01620,Ice Cream,1,414.53
I02241,O00334,Fries,4,141.46
I02242,O01701,Coke,3,366.54
I02243,O04733,Ice Cream,5,458.7
I02244,O04872,Coke,1,467.43
I02245,O02371,Coke,4,448.17
I02246,O02188,Ice Cream,2,184.23
I02247,O03705,Ice Cream,3,450.71
I02248,O01429,Salad,2,166.56
I02249,O00528,Ice Cream,1,326.93
I02250,O04571,Coke,2,470.84
I02251,O01541,Salad,2,313.17
I02252,O00247,Burger,3,312.63
I02253,O00201,Pizza,3,273.78
I02254,O00844,Pizza,4,262.87
I02255,O03814,Coke,1,160.12
I02256,O02184,Pizza,2,403.09
I02257,O02764,Burger,3,155.31
I02258,O03194,Salad,1,316.24
I02259,O03588,Pizza,5,87.99
I02260,O01628,Burger,5,157.19
I02261,O01393,Ice Cream,1,240.56
I02262,O01297,Salad,4,297.81
I02263,O00502,Fries,2,207.95
I02264,O03701,Coke,2,52.88
I02265,O03217,Ice Cream,1,381.01
I02266,O04610,Fries,5,130.88
I02267,O03984,Biryani,3,111.53
I02268,O01570,Ice Cream,1,140.95
I02269,O04802,Ice Cream,3,219.78
I02270,O03797,Pizza,1,433.91
I02271,O02185,Fries,3,397.26
I02272,O00267,Fries,4,205.72
I02273,O04406,Ice Cream,3,437.28
I02274,O02917,Biryani,1,254.4
I02275,O04709,Salad,4,385.44
I02276,O03435,Ice Cream,5,361.05
I02277,O01412,Coke,1,264.13
I02278,O02500,Pasta,2,450.44
I02279,O04615,Salad,5,109.25
I02280,O02488,Ice Cream,3,435.78
I02281,O01265,Ice Cream,4,139.18
I02282,O04736,Pasta,4,230.63
I02283,O00948,Coke,1,113.39
I02284,O03430,Pasta,1,155.4
I02285,O00848,Pasta,3,179.86
I02286,O01173,Biryani,2,449.54
I02287,O02565,Pasta,1,125.43
I02288,O04246,Coke,1,235.3
I02289,O02519,Biryani,1,205.87
I02290,O03458,Biryani,4,325.09
I02291,O02357,Biryani,2,236.53
I02292,O01212,Salad,4,83.2
I02293,O04224,Salad,4,151.85
I02294,O04093,Biryani,1,299.15
I02295,O00782,Burger,1,415.11
I02296,O00396,Ice Cream,4,320.42
I02297,O03407,Pizza,4,177.23
I02298,O02587,Pizza,3,349.97
I02299,O00275,Pizza,2,250.15
I02300,O01885,Pizza,4,345.46
I02301,O01923,Pizza,1,271.19
I02302,O03060,Fries,5,497.44
I02303,O03778,Ice Cream,2,410.58
I02304,O00164,Ice Cream,5,277.87
I02305,O04050,Biryani,2,455.49
I02306,O03677,Biryani,4,370.57
I02307,O02925,Salad,5,240.14
I02308,O00383,Biryani,5,428.47
I02309,O00205,Biryani,2,490.43
I02310,O04331,Pasta,1,350.55
I02311,O02046,Fries,3,129.8
I02312,O03911,Pasta,2,478.13
I02313,O02163,Ice Cream,1,92.19
I02314,O02156,Fries,5,208.79
I02315,O02457,Ice Cream,5,75.65
I02316,O01492,Burger,4,281.65
I02317,O02727,Ice Cream,4,120.1
I02318,O04695,Ice Cream,4,477.63
I02319,O03921,Pizza,4,201.61
I02320,O01333,Fries,1,485.48
I02321,O01343,Salad,4,399.83
I02322,O04616,Ice Cream,1,450.13
I02323,O00355,Coke,2,153.39
I02324,O03951,Burger,1,307.02
I02325,O03330,Biryani,1,85.39
I02326,O01522,Ice Cream,4,237.95
I02327,O03471,Pasta,5,401.5
I02328,O01533,Ice Cream,3,66.61
I02329,O04564,Burger,4,318.14
I02330,O03398,Pasta,4,66.36
I02331,O01721,Salad,5,448.53
I02332,O00328,Coke,1,273.97
I02333,O03346,Biryani,4,269.26
I02334,O00122,Biryani,4,346.81
I02335,O01334,Pasta,5,126.24
I02336,O02447,Ice Cream,1,318.21
I02337,O02793,Pasta,2,263.25
I02338,O03736,Biryani,3,395.22
I02339,O04106,Fries,3,294.99
I02340,O03432,Fries,1,93.48
I02341,O00014,Pizza,5,218.25
I02342,O01601,Burger,1,440.55
I02343,O03966,Ice Cream,2,155.04
I02344,O04621,Pizza,1,238.69
I02345,O00506,Biryani,3,406.89
I02346,O04975,Salad,4,176.77
I02347,O04709,Biryani,5,220.4
I02348,O02733,Ice Cream,4,328.93
I02349,O03969,Fries,2,245.18
I02350,O00091,Fries,3,304.02
I02351,O00890,Coke,2,123.87
I02352,O03948,Pasta,4,192.88
I02353,O01433,Pasta,3,247.89
I02354,O02202,Coke,2,277.49
I02355,O03884,Fries,4,61.85
I02356,O01751,Burger,1,473.95
I02357,O03491,Coke,5,371.28
I02358,O03929,Salad,1,379.9
I02359,O02908,Coke,3,138.92
I02360,O04149,Fries,3,431.07
I02361,O03076,Salad,2,373.03
I02362,O03947,Biryani,1,387.0
I02363,O01960,Pasta,2,463.86
I02364,O01185,Coke,2,481.12
I02365,O00179,Ice Cream,2,277.38
I02366,O03192,Pizza,4,426.37
I02367,O03784,Fries,3,216.78
I02368,O00433,Biryani,5,314.64
I02369,O01464,Biryani,2,154.82
I02370,O00263,Pasta,5,161.24
I02371,O00909,Fries,5,211.6
I02372,O03721,Burger,1,173.55
I02373,O01740,Salad,1,411.18
I02374,O03338,Coke,1,441.65
I02375,O04935,Ice Cream,1,448.28
I02376,O00892,Burger,1,313.07
I02377,O01573,Salad,1,225.64
I02378,O03155,Pasta,3,141.88
I02379,O03036,Biryani,4,65.3
I02380,O03454,Fries,5,93.96
I02381,O01382,Coke,1,213.98
I02382,O04958,Pizza,1,237.55
I02383,O00465,Biryani,5,191.07
I02384,O00795,Salad,4,188.95
I02385,O01487,Fries,4,347.51
I02386,O04988,Pizza,5,478.39
I02387,O00858,Biryani,2,213.17
I02388,O04851,Pasta,3,459.29
I02389,O00771,Coke,3,474.48
I02390,O04022,Ice Cream,2,256.41
I02391,O04380,Ice Cream,1,423.29
I02392,O01295,Pizza,3,448.16
I02393,O01850,Salad,5,168.56
I02394,O03203,Fries,4,355.08
I02395,O03524,Fries,5,141.6
I02396,O01686,Fries,4,320.0
I02397,O02137,Fries,2,358.61
I02398,O04257,Biryani,1,384.8
I02399,O02444,Biryani,2,124.51
I02400,O02455,Coke,1,360.06
I02401,O01610,Burger,3,182.63
I02402,O03649,Pasta,5,343.42
I02403,O01817,Pasta,3,247.47
I02404,O01284,Fries,4,97.6
I02405,O02411,Burger,5,97.09
I02406,O00290,Fries,2,286.54
I02407,O02759,Pasta,3,101.91
I02408,O03836,Ice Cream,1,250.37
I02409,O04990,Coke,2,451.63
I02410,O01480,Pasta,2,162.95
I02411,O02519,Pasta,3,314.48
I02412,O03690,Ice Cream,5,238.41
I02413,O01189,Coke,4,451.57
I02414,O04378,Fries,1,447.34
I02415,O00707,Ice Cream,2,74.74
I02416,O02838,Coke,2,221.26
I02417,O03443,Burger,5,149.26
I02418,O04171,Coke,4,268.67
I02419,O00867,Fries,3,376.92
I02420,O01358,Ice Cream,3,192.94
I02421,O00217,Burger,2,184.04
I02422,O03030,Coke,1,491.0
I02423,O02349,Coke,5,473.83
I02424,O01830,Salad,3,96.18
I02425,O04494,Pizza,5,61.0
I02426,O03000,Coke,5,412.11
I02427,O00166,Coke,5,429.13
I02428,O00874,Burger,4,116.58
I02429,O04544,Burger,4,493.76
I02430,O00343,Pizza,5,267.6
I02431,O01053,Coke,4,163.13
I02432,O00820,Coke,3,434.42
I02433,O02867,Fries,3,182.54
I02434,O04931,Burger,5,329.83
I02435,O01404,Ice Cream,3,201.84
I02436,O02649,Pizza,2,275.59
I02437,O03088,Pasta,2,367.54
I02438,O02152,Pasta,2,81.26
I02439,O04824,Fries,2,475.34
I02440,O03311,Fries,1,310.41
I02441,O04066,Burger,4,255.43
I02442,O02177,Pizza,5,167.97
I02443,O01930,Burger,2,390.1
I02444,O02668,Fries,3,81.33
I02445,O01707,Coke,1,267.19
I02446,O03469,Coke,5,248.16
I02447,O00455,Biryani,3,168.46
I02448,O01395,Salad,3,253.43
I02449,O00709,Fries,2,136.87
I02450,O00714,Burger,3,226.75
I02451,O04286,Fries,4,446.37
I02452,O03278,Fries,1,75.97
I02453,O03758,Biryani,4,392.53
I02454,O03558,Fries,4,311.79
I02455,O00218,Ice Cream,4,297.81
I02456,O02679,Fries,1,408.37
I02457,O02606,Pizza,4,230.13
I02458,O03251,Burger,5,446.33
I02459,O00108,Ice Cream,4,360.35
I02460,O01286,Ice Cream,5,86.17
I02461,O03930,Pasta,5,319.25
I02462,O04568,Burger,5,275.09
I02463,O03557,Burger,4,244.28
I02464,O04210,Pasta,4,466.11
I02465,O01711,Pasta,4,132.15
